trust_code,region,trust_name,period,total_attendances,within_4hrs,pct_4hrs_total,pct_4 hrs_type1,total_emergency_dmissions,over_12hrs
RAL,NHS England London,Royal Free London NHS Foundation Trust,2026-01,"43,678","32,969",75.5,65.0,"7,476","2,508"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2026-01,0,0,,,15,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2026-01,"13,334","10,142",76.1,67.3,"2,543",697
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2026-01,"12,107","9,371",77.4,50.1,"1,886",34
Y03218,NHS England London,The Pinn Unregistered Wic,2026-01,897,897,100.0,,0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,2026-01,"13,778","9,522",69.1,69.1,"1,690",317
RKE,NHS England London,Whittington Health NHS Trust,2026-01,"9,222","6,352",68.9,68.9,"1,383",376
NL7,NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),2026-01,"3,237","3,237",100.0,,0,0
8J094,NHS England Midlands ,Badger Ltd,2026-01,"1,969","1,969",100.0,,0,0
RQ3,NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,2026-01,"4,501","3,492",77.6,77.6,913,4
RFS,NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,2026-01,"12,484","7,728",61.9,29.0,"2,200",628
RYG,NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,2026-01,0,0,,,99,0
RY8,NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,2026-01,"8,562","8,323",97.2,,0,0
NNJ,NHS England Midlands ,Dhu Health Care C.I.C,2026-01,"1,937","1,926",99.4,,0,0
Y03007,NHS England Midlands ,Erdington GP Health & Wellbeing Wic,2026-01,"1,865","1,865",100.0,,0,0
RLT,NHS England Midlands ,George Eliot Hospital NHS Trust,2026-01,"8,681","6,389",73.6,67.9,"1,159",568
RNQ,NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,2026-01,"19,295","15,106",78.3,60.9,"2,360",647
C82038,NHS England Midlands ,Latham House Medical Practice,2026-01,322,322,100.0,,0,0
RY5,NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,2026-01,"7,660","7,514",98.1,,0,0
NNJ0H,NHS England Midlands ,Llr Ea - The Merlyn Vaz Health & Social Care Centre,2026-01,"2,780","2,775",99.8,,0,0
NNJ07,NHS England Midlands ,Loughborough Urgent Care Centre,2026-01,"7,487","7,439",99.4,,0,0
NNJ12,NHS England Midlands ,Market Harborough,2026-01,581,581,100.0,,0,0
C82009,NHS England Midlands ,Market Harborough Med.Ctr,2026-01,219,219,100.0,,0,0
NNJ13,NHS England Midlands ,Melton Mowbray,2026-01,486,483,99.4,,0,0
RNS,NHS England Midlands ,Northampton General Hospital NHS Trust,2026-01,"13,412","8,982",67.0,59.4,"2,939",923
RX1,NHS England Midlands ,Nottingham University Hospitals NHS Trust,2026-01,"23,859","14,348",60.1,38.7,"9,469","1,027"
NNJ14,NHS England Midlands ,Oadby,2026-01,"3,128","3,119",99.7,,0,0
NNJ15,NHS England Midlands ,Oakham,2026-01,506,505,99.8,,0,0
RXK,NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,2026-01,"20,963","14,853",70.9,50.9,"3,082",645
RK5,NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,2026-01,"16,783","11,670",69.5,59.5,"4,214",689
R1D,NHS England Midlands ,Shropshire Community Health NHS Trust,2026-01,"2,888","2,883",99.8,,0,0
C83023,NHS England Midlands ,Sleaford Medical Group,2026-01,561,561,100.0,,3,0
Y02615,NHS England Midlands ,South Birmingham GP Walk In Centre,2026-01,"3,507","3,507",100.0,,0,0
RJC,NHS England Midlands ,South Warwickshire University NHS Foundation Trust,2026-01,"8,629","5,901",68.4,66.9,"2,454",235
NQTE4,NHS England Midlands ,Summerfield Urgent Care Centre,2026-01,"2,840","2,840",100.0,,0,0
RNA,NHS England Midlands ,The Dudley Group NHS Foundation Trust,2026-01,"14,349","10,537",73.4,61.9,"6,150",117
RL1,NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2026-01,0,0,,,37,0
RL4,NHS England Midlands ,The Royal Wolverhampton NHS Trust,2026-01,"19,866","15,318",77.1,62.4,"7,124",718
RXW,NHS England Midlands ,The Shrewsbury And Telford Hospital NHS Trust,2026-01,"13,020","6,679",51.3,43.2,"5,886","1,601"
RWD,NHS England Midlands ,United Lincolnshire Teaching Hospitals NHS Trust,2026-01,"21,729","13,629",62.7,54.9,"6,374","1,595"
RRK,NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,2026-01,"37,394","22,845",61.1,56.9,"18,500","2,076"
RKB,NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,2026-01,"20,915","15,212",72.7,56.7,"1,397",8
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2026-01,"30,119","19,883",66.0,52.4,"6,127","1,544"
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2026-01,"24,624","15,221",61.8,59.2,"11,272","1,017"
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2026-01,"23,804","15,134",63.6,43.5,"6,035","1,264"
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,2026-01,"13,444","9,407",70.0,58.6,"4,983",729
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2026-01,"18,874","11,866",62.9,49.4,"4,111","1,431"
RLQ,NHS England Midlands ,Wye Valley NHS Trust,2026-01,"7,188","4,670",65.0,59.1,"1,666",275
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2026-01,"6,812","4,212",61.8,60.6,"2,240",301
RFF,NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,2026-01,"9,396","5,967",63.5,63.5,"3,956",19
RAE,NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,2026-01,"13,580","11,435",84.2,77.0,"3,913",83
NNF09,NHS England North East And Yorkshire ,Bransholme Health Centre,2026-01,"3,624","3,358",92.7,,0,0
NNF16,NHS England North East And Yorkshire ,Bridlington Hospital,2026-01,"1,283","1,260",98.2,,0,0
RWY,NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,2026-01,"15,944","12,974",81.4,81.4,"3,146",145
RXP,NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,2026-01,"23,968","18,064",75.4,54.4,"5,504",45
RP5,NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2026-01,"17,819","12,101",67.9,58.7,"5,417",339
NNF94,NHS England North East And Yorkshire ,East Riding Community Hospital,2026-01,"2,419","2,281",94.3,,0,0
RR7,NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,2026-01,"10,148","7,013",69.1,48.0,"1,755",12
NNFA7,NHS England North East And Yorkshire ,Goole & District Hospital,2026-01,"1,571","1,550",98.7,,0,0
RCD,NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,2026-01,"6,739","4,829",71.7,64.9,"1,493",43
RWA,NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,2026-01,"14,254","8,531",59.8,46.6,"6,210",856
RV9,NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,2026-01,909,908,99.9,,0,0
RR8,NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,2026-01,"30,330","22,446",74.0,58.5,"4,888","1,030"
ARN03,NHS England North East And Yorkshire ,Local Care Direct,2026-01,"2,654","2,645",99.7,,0,0
RXF,NHS England North East And Yorkshire ,Mid Yorkshire Teaching NHS Trust,2026-01,"22,763","15,954",70.1,59.9,"4,358","1,038"
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,2026-01,"10,462","6,073",58.0,51.2,"2,424",603
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,2026-01,"16,038","12,891",80.4,38.5,"4,783",65
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,2026-01,"17,090","11,402",66.7,41.4,"6,023","1,139"
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,2026-01,"22,516","19,454",86.4,70.4,"4,377",0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,2026-01,"4,833","4,519",93.5,92.8,"1,158",0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,2026-01,"18,745","12,630",67.4,41.6,"7,184",16
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,2026-01,"18,757","14,183",75.6,46.2,"5,062",58
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,2026-01,"20,108","13,362",66.5,47.2,"5,775",0
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,2026-01,0,0,,,129,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2026-01,"22,017","16,713",75.9,57.3,"6,973",26
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,2026-01,"9,772","6,352",65.0,65.0,"2,327",112
AJN,NHS England North East And Yorkshire ,Workington Health Limited,2026-01,361,361,100.0,,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,2026-01,"17,527","10,958",62.5,42.1,"6,657",930
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,2026-01,"6,012","5,189",86.3,86.3,"1,135",0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,2026-01,"19,551","14,688",75.1,50.4,"4,410",650
RMC,NHS England North West ,Bolton NHS Foundation Trust,2026-01,"11,967","7,441",62.2,50.1,"3,801",531
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,2026-01,"3,248","3,215",99.0,,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,2026-01,"7,781","4,430",56.9,45.3,"3,196",865
RJN,NHS England North West ,East Cheshire NHS Trust,2026-01,"4,483","1,929",43.0,42.0,990,384
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,2026-01,"24,861","19,253",77.4,64.6,"5,993","1,407"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,2026-01,"15,544","10,528",67.7,60.1,"4,553",523
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2026-01,0,0,,,172,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,2026-01,"26,293","17,450",66.4,48.6,"7,530","1,485"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,2026-01,"1,575","1,411",89.6,,130,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,2026-01,"45,829","32,836",71.6,59.3,"6,790",188
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,2026-01,"24,785","17,996",72.6,61.8,"8,379",573
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,2026-01,"13,161","12,847",97.6,,42,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,2026-01,"9,929","6,434",64.8,49.9,"3,515",590
Y02532,NHS England North West ,Miriam Minor Emergency,2026-01,"1,700","1,700",100.0,,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,2026-01,"36,255","25,485",70.3,60.5,"10,009","1,610"
NV693,NHS England North West ,Rossendale Miu & Ooh,2026-01,854,853,99.9,,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,2026-01,"1,552","1,548",99.7,,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,2026-01,"10,908","7,228",66.3,57.1,"3,837",564
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,2026-01,"11,788","7,108",60.3,48.3,"1,892",904
RBV,NHS England North West ,The Christie NHS Foundation Trust,2026-01,0,0,,,833,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,2026-01,0,0,,,169,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2026-01,"13,237","9,404",71.0,57.6,"4,232",763
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,2026-01,"9,757","6,172",63.3,48.9,"2,002","1,063"
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,2026-01,"2,775","2,494",89.9,,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,2026-01,"10,783","6,136",56.9,42.0,"4,110","1,051"
RRF,NHS England North West ,"Wrightington, Wigan And Leigh Teaching Hospitals NHS Foundation Trust",2026-01,"12,249","8,042",65.7,45.2,"2,312",567
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2026-01,"10,530","6,272",59.6,46.5,"3,642",424
NTV0B,NHS England South East ,Ashford Walk-In-Centre,2026-01,"2,350","2,322",98.8,,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2026-01,"1,325","1,311",98.9,,34,0
Y02676,NHS England South East ,Brighton Station Health Centre,2026-01,"1,838","1,838",100.0,,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,2026-01,"13,931","9,986",71.7,59.6,"5,654",469
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,2026-01,"15,203","12,133",79.8,73.4,"4,008",502
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2026-01,"25,163","18,627",74.0,53.8,"3,963","1,208"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,2026-01,"14,784","10,167",68.8,59.5,"3,629",197
AQM01,NHS England South East ,Faversham Medical Practice Miu,2026-01,"3,162","3,162",100.0,,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,2026-01,"2,236","2,219",99.2,,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,2026-01,"35,682","24,311",68.1,52.3,"6,731",743
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,2026-01,"2,858","2,815",98.5,,131,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2026-01,"14,544","8,255",56.8,42.0,"4,750",53
NVE43,NHS England South East ,Hastings GP Led Health Centre,2026-01,"1,059","1,059",100.0,,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,2026-01,"2,650","2,650",100.0,,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,2026-01,"5,727","3,908",68.2,58.1,"1,545",307
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,2026-01,"6,460","6,422",99.4,,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2026-01,"22,104","16,583",75.0,72.5,"3,087",629
RPA,NHS England South East ,Medway NHS Foundation Trust,2026-01,"16,471","11,538",70.1,57.6,"2,220",869
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,2026-01,"3,872","3,754",97.0,,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2026-01,"19,497","15,121",77.6,69.4,"10,111",23
AQN04,NHS England South East ,Phl Lymington Utc,2026-01,"2,721","2,708",99.5,,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,2026-01,"17,898","13,011",72.7,62.1,"5,795","1,400"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,2026-01,"5,146","5,075",98.6,,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,2026-01,"5,131","4,901",95.5,,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2026-01,"1,167","1,163",99.7,,470,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,2026-01,"17,640","12,903",73.1,62.8,"2,686",11
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,2026-01,"9,539","6,520",68.4,60.4,"3,501",136
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2026-01,"10,034","5,616",56.0,56.0,"4,092",783
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,2026-01,"11,207","11,081",98.9,,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,2026-01,"12,612","8,385",66.5,63.3,"5,949",11
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,2026-01,"32,524","20,275",62.3,58.5,"10,693","1,196"
ACH01,NHS England South East ,Whitstable Medical Practice,2026-01,"4,990","4,990",100.0,,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,2026-01,"2,724","2,702",99.2,,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,2026-01,"1,504","1,490",99.1,,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,2026-01,0,0,,,104,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,2026-01,"8,640","6,710",77.7,61.5,"2,533",114
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2026-01,0,0,,,2,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,2026-01,"7,989","7,884",98.7,,28,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2026-01,"13,631","8,218",60.3,60.3,"6,069",543
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,2026-01,"11,670","7,783",66.7,44.0,"4,057",463
RVJ,NHS England South West ,North Bristol NHS Trust,2026-01,"9,095","5,480",60.3,60.3,"6,101",564
L83087,NHS England South West ,Okehampton Medical Centre,2026-01,62,62,100.0,,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,2026-01,"1,043","1,038",99.5,,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,2026-01,"17,447","13,052",74.8,45.1,"4,053",773
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,2026-01,"18,157","11,658",64.2,54.2,"5,395",430
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2026-01,"8,979","4,867",54.2,54.2,"5,093",328
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,2026-01,"7,268","5,009",68.9,53.9,"2,463",171
NLX,NHS England South West ,Sirona Care & Health,2026-01,"8,191","8,026",98.0,,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,2026-01,"21,060","14,171",67.3,44.5,"5,092",330
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2026-01,"1,900","1,873",98.6,,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,2026-01,589,588,99.8,,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,2026-01,"10,173","6,908",67.9,52.8,"3,418",106
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,2026-01,"1,052","1,050",99.8,,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,2026-01,"18,376","12,183",66.3,62.3,"6,773",793
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,2026-01,"18,302","11,537",63.0,52.7,"6,905",698
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,2026-01,"16,801","10,959",65.2,36.2,"4,971",807
RC9,NHS England East Of England ,Bedfordshire Hospitals NHS Foundation Trust,2026-02,"24,288","18,904",77.8,64.9,"7,112",65
RGT,NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2026-02,"15,643","10,805",69.1,55.3,"2,928",558
RWH,NHS England East Of England ,East And North Hertfordshire Teaching NHS Trust,2026-02,"16,127","11,085",68.7,43.2,"2,298",209
RDE,NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2026-02,"22,071","16,730",75.8,57.4,"4,690",559
RY4,NHS England East Of England ,Hertfordshire Community NHS Trust,2026-02,"1,021","1,011",99.0,,0,0
DT301,NHS England East Of England ,Herts Urgent Care (Ascots Lane),2026-02,"1,792","1,682",93.9,,0,0
RGP,NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2026-02,"8,209","5,890",71.8,65.6,"1,948",358
RAJ,NHS England East Of England ,Mid And South Essex NHS Foundation Trust,2026-02,"31,585","20,753",65.7,56.6,"8,976","1,184"
RD8,NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2026-02,"13,467","9,187",68.2,49.1,"2,490",0
RM1,NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2026-02,"18,633","15,007",80.5,68.5,"3,487",410
RGN,NHS England East Of England ,North West Anglia NHS Foundation Trust,2026-02,"19,103","12,848",67.3,58.0,"4,917",921
Y02428,NHS England East Of England ,Putnoe Walk In Centre,2026-02,"2,711","2,711",100.0,,0,0
RQW,NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2026-02,"10,206","8,143",79.8,73.7,"2,035",286
RCX,NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2026-02,"7,958","5,131",64.5,54.0,"2,153",131
RWG,NHS England East Of England ,West Hertfordshire Teaching Hospitals NHS Trust,2026-02,"15,179","12,925",85.2,72.6,"4,979",29
RGR,NHS England East Of England ,West Suffolk NHS Foundation Trust,2026-02,"8,095","5,518",68.2,64.3,"2,008",546
G0Q0L,NHS England London,Barking Hospital Utc,2026-02,"2,696","2,678",99.3,,0,0
RF4,NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2026-02,"28,016","22,205",79.3,58.2,"5,147",628
R1H,NHS England London,Barts Health NHS Trust,2026-02,"40,623","29,710",73.1,57.9,"5,212","1,271"
AD913,NHS England London,Beckenham Beacon Ucc,2026-02,"3,261","3,255",99.8,,0,0
RYX,NHS England London,Central London Community Healthcare NHS Trust,2026-02,"11,293","11,135",98.6,,0,0
RQM,NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2026-02,"24,590","19,286",78.4,73.0,"3,069",43
RJ6,NHS England London,Croydon Health Services NHS Trust,2026-02,"16,698","11,796",70.6,59.4,"1,166",685
RVR,NHS England London,Epsom And St Helier University Hospitals NHS Trust,2026-02,"12,128","8,982",74.1,70.3,"1,928",732
RJ1,NHS England London,Guy's And St Thomas' NHS Foundation Trust,2026-02,"15,670","11,878",75.8,61.1,"2,133",67
K6K0R,NHS England London,Harold Wood Polyclinic Utc,2026-02,"2,599","2,588",99.6,,0,0
RQX,NHS England London,Homerton Healthcare NHS Foundation Trust,2026-02,"10,173","8,491",83.5,83.5,"2,091",19
RYJ,NHS England London,Imperial College Healthcare NHS Trust,2026-02,"21,413","16,495",77.0,59.2,"4,256",0
RJZ,NHS England London,King's College Hospital NHS Foundation Trust,2026-02,"22,924","15,704",68.5,54.1,"3,601",833
RAX,NHS England London,Kingston And Richmond NHS Foundation Trust,2026-02,"13,577","9,901",72.9,46.3,"3,128",467
RJ2,NHS England London,Lewisham And Greenwich NHS Trust,2026-02,"30,622","22,755",74.3,48.5,"3,969",703
R1K,NHS England London,London North West University Healthcare NHS Trust,2026-02,"25,851","19,414",75.1,49.2,"6,099",374
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2026-02,"5,444","5,382",98.9,,226,0
RAT,NHS England London,North East London NHS Foundation Trust,2026-02,"1,605","1,564",97.4,,0,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,2026-02,"39,296","30,268",77.0,66.8,"6,593","1,870"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2026-02,0,0,,,17,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2026-02,"12,106","9,138",75.5,66.6,"2,314",443
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2026-02,"10,575","8,583",81.2,57.5,"1,686",18
Y03218,NHS England London,The Pinn Unregistered Wic,2026-02,780,780,100.0,,0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,2026-02,"12,539","9,317",74.3,74.3,"1,580",287
RKE,NHS England London,Whittington Health NHS Trust,2026-02,"8,193","5,981",73.0,73.0,"1,369",269
NL7,NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),2026-02,"2,988","2,988",100.0,,0,0
8J094,NHS England Midlands ,Badger Ltd,2026-02,"2,121","2,121",100.0,,0,0
RQ3,NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,2026-02,"4,440","3,419",77.0,77.0,727,1
RFS,NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,2026-02,"12,326","8,494",68.9,44.2,"1,946",523
RYG,NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,2026-02,0,0,,,60,0
RY8,NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,2026-02,"7,949","7,665",96.4,,0,0
NNJ,NHS England Midlands ,Dhu Health Care C.I.C,2026-02,"1,788","1,788",100.0,,0,0
Y03007,NHS England Midlands ,Erdington GP Health & Wellbeing Wic,2026-02,"1,612","1,612",100.0,,0,0
RLT,NHS England Midlands ,George Eliot Hospital NHS Trust,2026-02,"7,971","6,390",80.2,75.6,"1,115",269
RNQ,NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,2026-02,"18,142","14,315",78.9,61.6,"2,042",504
C82038,NHS England Midlands ,Latham House Medical Practice,2026-02,295,295,100.0,,0,0
RY5,NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,2026-02,"7,364","7,232",98.2,,0,0
NNJ0H,NHS England Midlands ,Llr Ea - The Merlyn Vaz Health & Social Care Centre,2026-02,"2,420","2,420",100.0,,0,0
NNJ07,NHS England Midlands ,Loughborough Urgent Care Centre,2026-02,"7,062","7,012",99.3,,0,0
NNJ12,NHS England Midlands ,Market Harborough,2026-02,526,525,99.8,,0,0
C82009,NHS England Midlands ,Market Harborough Med.Ctr,2026-02,281,281,100.0,,0,0
NNJ13,NHS England Midlands ,Melton Mowbray,2026-02,361,361,100.0,,0,0
RNS,NHS England Midlands ,Northampton General Hospital NHS Trust,2026-02,"12,193","8,350",68.5,61.1,"2,658",856
RX1,NHS England Midlands ,Nottingham University Hospitals NHS Trust,2026-02,"21,980","13,958",63.5,41.4,"8,293","1,066"
NNJ14,NHS England Midlands ,Oadby,2026-02,"2,693","2,681",99.6,,0,0
NNJ15,NHS England Midlands ,Oakham,2026-02,413,412,99.8,,0,0
RXK,NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,2026-02,"19,753","14,119",71.5,51.4,"2,425",448
RK5,NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,2026-02,"15,379","11,027",71.7,62.0,"3,820",365
R1D,NHS England Midlands ,Shropshire Community Health NHS Trust,2026-02,"2,843","2,830",99.5,,0,0
C83023,NHS England Midlands ,Sleaford Medical Group,2026-02,506,506,100.0,,1,0
Y02615,NHS England Midlands ,South Birmingham GP Walk In Centre,2026-02,"3,764","3,764",100.0,,0,0
RJC,NHS England Midlands ,South Warwickshire University NHS Foundation Trust,2026-02,"7,863","5,728",72.8,71.7,"2,269",87
NQTE4,NHS England Midlands ,Summerfield Urgent Care Centre,2026-02,"2,795","2,795",100.0,,0,0
RNA,NHS England Midlands ,The Dudley Group NHS Foundation Trust,2026-02,"13,405","10,280",76.7,65.8,"5,762",178
RL1,NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2026-02,0,0,,,34,0
RL4,NHS England Midlands ,The Royal Wolverhampton NHS Trust,2026-02,"18,634","14,764",79.2,65.1,"6,430",511
RXW,NHS England Midlands ,The Shrewsbury And Telford Hospital NHS Trust,2026-02,"12,275","6,368",51.9,43.9,"5,446","1,366"
RWD,NHS England Midlands ,United Lincolnshire Teaching Hospitals NHS Trust,2026-02,"20,632","13,632",66.1,59.4,"5,797","1,296"
